PRODUCTO,CANTIDAD,ENTRADA/SALIDA,CONCEPTO,DOCUMENTO,STATUS,CADENA,FECHA DE ENVIO/RECEPCION,GRUPO,COSTO UNIT,MES,A¥O
"GLOBO METALICO NUMERO 5 DE 32""",500,ENTRADA,COMPRA,P04096,STOCK,CENTRO,01/04/2024,FIESTA,4.8,3,2024
"GLOBO METALICO NUMERO 6 DE 32""",500,ENTRADA,COMPRA,P04096,STOCK,CENTRO,01/04/2024,FIESTA,4.8,3,2024
VELA MAGICA NUMERO 0,12000,ENTRADA,COMPRA,P04098,STOCK,CENTRO,27/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 1,12000,ENTRADA,COMPRA,P04098,STOCK,CENTRO,27/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 2,12000,ENTRADA,COMPRA,P04098,STOCK,CENTRO,27/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 3,12000,ENTRADA,COMPRA,P04098,STOCK,CENTRO,27/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 4,12000,ENTRADA,COMPRA,P04098,STOCK,CENTRO,27/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 5,3000,ENTRADA,COMPRA,P04098,STOCK,CENTRO,27/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 6,1200,ENTRADA,COMPRA,P04098,STOCK,CENTRO,27/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 7,1800,ENTRADA,COMPRA,P04098,STOCK,CENTRO,27/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 8,600,ENTRADA,COMPRA,P04098,STOCK,CENTRO,27/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 9,1800,ENTRADA,COMPRA,P04098,STOCK,CENTRO,27/03/2024,FIESTA,4.2,3,2024
EXPRIMIDOR,3120,ENTRADA,COMPRA,P04100,STOCK,NORDITALIA,05/04/2024,UTENSILIOS,6,3,2024
CUCHILLO DE SIERRA MANGO MADERA,1800,ENTRADA,COMPRA,P04101,STOCK,CENTRO,13/04/2024,UTENSILIOS,3.02,3,2024
TOPPER CAKE,4200,ENTRADA,COMPRA,P04104,STOCK,CENTRO,27/03/2024,FIESTA,5,3,2024
"GLOBO METALICO NUMERO 0 DE 16""",2500,ENTRADA,COMPRA,P04106,STOCK,CENTRO,01/04/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 1 DE 16""",7000,ENTRADA,COMPRA,P04106,STOCK,CENTRO,01/04/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 2 DE 16""",7500,ENTRADA,COMPRA,P04106,STOCK,CENTRO,01/04/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 3 DE 16""",5000,ENTRADA,COMPRA,P04106,STOCK,CENTRO,01/04/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 4 DE 16""",6500,ENTRADA,COMPRA,P04106,STOCK,CENTRO,01/04/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 5 DE 16""",5500,ENTRADA,COMPRA,P04106,STOCK,CENTRO,01/04/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 6 DE 16""",5000,ENTRADA,COMPRA,P04106,STOCK,CENTRO,01/04/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 7 DE 16""",5000,ENTRADA,COMPRA,P04106,STOCK,CENTRO,01/04/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 8 DE 16""",4000,ENTRADA,COMPRA,P04106,STOCK,CENTRO,01/04/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 9 DE 16""",1000,ENTRADA,COMPRA,P04106,STOCK,CENTRO,01/04/2024,FIESTA,2.5,3,2024
BASTON ALEMAN GRIS,300,ENTRADA,COMPRA,P04043,STOCK,MONTOYA,26/03/2024,ORTOPEDIA,30,3,2024
EXPRIMIDOR,1920,ENTRADA,COMPRA,P04055,STOCK,NORDITALIA,26/03/2024,UTENSILIOS,6,3,2024
MATAMOSCAS PLASTICO,2500,ENTRADA,COMPRA,P04005,STOCK,NORDITALIA,26/03/2024,HOGAR,2.25,3,2024
LENTE DE SOL MUJER,312,ENTRADA,COMPRA,P04108,STOCK,CENTRO LENTE,26/03/2024,LENTE,10.5,3,2024
MARCO 5X7 PLANA 2,150,ENTRADA,COMPRA,P03915,STOCK,BELLO,27/03/2024,MARCOS,6.94,2,2024
MARCO 6X8 PLANA 2,150,ENTRADA,COMPRA,P03915,STOCK,BELLO,27/03/2024,MARCOS,7.49,2,2024
MARCO 30X75 PLANA 2,120,ENTRADA,COMPRA,P03991,STOCK,BELLO,28/03/2024,MARCOS,14.73,3,2024
TENEDOR ACERO,6000,ENTRADA,COMPRA,P04116,STOCK,PEONIA DE SAN LUIS,03/04/2024,UTENSILIOS,1.08,3,2024
CUCHARA POSTRERA,6000,ENTRADA,COMPRA,P04116,STOCK,PEONIA DE SAN LUIS,03/04/2024,UTENSILIOS,1.08,3,2024
CESTO CALADO,2000,ENTRADA,COMPRA,P04116,STOCK,PEONIA DE SAN LUIS,03/04/2024,LIMPIEZA,8.2,3,2024
TENEDOR MANGO MADERA,1200,ENTRADA,COMPRA,P04116,STOCK,PEONIA DE SAN LUIS,03/04/2024,UTENSILIOS,5.84,3,2024
CUCHARA SOPERA ACERO,12000,ENTRADA,COMPRA,P04118,STOCK,PEONIA DE SAN LUIS,03/04/2024,UTENSILIOS,1.08,3,2024
TENEDOR ACERO,6000,ENTRADA,COMPRA,P04118,STOCK,PEONIA DE SAN LUIS,03/04/2024,UTENSILIOS,1.08,3,2024
EXPRIMIDOR,3960,ENTRADA,COMPRA,P04119,STOCK,NORDITALIA,12/04/2024,UTENSILIOS,6,3,2024
CUCHARA LISA NYLON,1500,ENTRADA,COMPRA,P04120,STOCK,NORDITALIA,03/04/2024,UTENSILIOS,4.6,3,2024
CUCHARA RANURADA NYLON,1000,ENTRADA,COMPRA,P04120,STOCK,NORDITALIA,24/04/2024,UTENSILIOS,4.6,3,2024
MACHACADOR NYLON,440,ENTRADA,COMPRA,P04120,STOCK,NORDITALIA,19/04/2024,UTENSILIOS,4.6,3,2024
VOLTEADOR RECTO NYLON,1380,ENTRADA,COMPRA,P04120,STOCK,NORDITALIA,03/04/2024,UTENSILIOS,4.6,3,2024
BATIDOR GLOBO 20 CM,20,ENTRADA,COMPRA,P04121,STOCK,NORDITALIA,11/04/2024,COCINA,8.24,3,2024
JUEGO DE 2 COLADERAS MD Y GD,1060,ENTRADA,COMPRA,P04121,STOCK,NORDITALIA,11/04/2024,COCINA,8.85,3,2024
PINZA PARA ROPA 30 PZAS,2364,ENTRADA,COMPRA,P04121,STOCK,NORDITALIA,03/05/2024,HOGAR,6.9,3,2024
VASO AZUL,800,ENTRADA,COMPRA,P04121,STOCK,NORDITALIA,10/04/2024,COCINA,2.55,3,2024
COLADERA GRANDE #13,1440,ENTRADA,COMPRA,P04121,STOCK,NORDITALIA,11/04/2024,COCINA,5,3,2024
CONTENEDOR B - LT1B053,1500,ENTRADA,COMPRA,P04123,STOCK,LUIN,18/04/2024,CONTENEDORES,9.72,3,2024
CONTENEDOR C - LT1V054,1831,ENTRADA,COMPRA,P04123,STOCK,LUIN,18/04/2024,CONTENEDORES,6.23,3,2024
CONTENEDOR F-LV1B041,1302,ENTRADA,COMPRA,P04123,STOCK,LUIN,18/04/2024,CONTENEDORES,6.44,3,2024
CONTENEDOR D - LT1B059,4000,ENTRADA,COMPRA,P04125,STOCK,VACA,22/04/2024,CONTENEDORES,5.1,3,2024
CONTENEDOR E  -LT1B028,6720,ENTRADA,COMPRA,P04125,STOCK,VACA,22/04/2024,CONTENEDORES,4.3,3,2024
TAPA R-110,40000,ENTRADA,COMPRA,P04125,STOCK,VACA,03/04/2024,CONTENEDORES,1.1,3,2024
PINZA DE HIELO,8000,ENTRADA,COMPRA,P04127,STOCK,SERVICIOS INDUSTRIALES,04/04/2024,UTENSILIOS,7,3,2024
ASADOR NORTE¥O,100,ENTRADA,COMPRA,P04127,STOCK,SERVICIOS INDUSTRIALES,15/05/2024,COCINA,40.55,3,2024
INMOVILIZADOR,160,ENTRADA,COMPRA,P04129,STOCK,PEDRO DEL REY,24/04/2024,ORTOPEDIA,68,3,2024
PINZA PARA ROPA 30 PZAS,2034,ENTRADA,COMPRA,P03765,STOCK,NORDITALIA,22/03/2024,HOGAR,6.9,2,2024
PINZA PARA ROPA 30 PZAS,875,ENTRADA,COMPRA,P04005,STOCK,NORDITALIA,28/03/2024,HOGAR,6.9,3,2024
EXPRIMIDOR,1920,ENTRADA,COMPRA,P04100,STOCK,NORDITALIA,28/03/2024,UTENSILIOS,6,3,2024
PINZA DE HIELO,5000,ENTRADA,COMPRA,P04077,STOCK,NORDITALIA,28/03/2024,UTENSILIOS,7,3,2024
CUCHILLO DE SIERRA MANGO MADERA,30000,ENTRADA,COMPRA,P04130,STOCK,CENTRO,13/04/2024,UTENSILIOS,3.02,3,2024
TABLA CUADRADA 20X30,400,ENTRADA,COMPRA,P04135,STOCK,JUAN CARLOS SAVEEDRA,22/04/2024,COCINA,15.55,4,2024
TABLA CUADRADA 25X30,350,ENTRADA,COMPRA,P04135,STOCK,JUAN CARLOS SAVEEDRA,11/04/2024,COCINA,25.2,4,2024
LENTE SENCILLO DE 1.50,1800,ENTRADA,COMPRA,P04136,STOCK,CENTRO LENTE,05/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 2.00,3000,ENTRADA,COMPRA,P04136,STOCK,CENTRO LENTE,05/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 2.50,1800,ENTRADA,COMPRA,P04136,STOCK,CENTRO LENTE,05/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 2.75,1800,ENTRADA,COMPRA,P04136,STOCK,CENTRO LENTE,05/04/2024,LENTE,7,4,2024
LENTE SENCILLO DE 3.50,600,ENTRADA,COMPRA,P04136,STOCK,CENTRO LENTE,05/04/2024,LENTE,7,4,2024
MULETAS JGO 2 PZAS,100,ENTRADA,COMPRA,P04143,STOCK,MIRRIMEX,16/04/2024,ORTOPEDIA,240.87,4,2024
MOLCAJETE,150,ENTRADA,COMPRA,P04144,STOCK,VIRIDIANA,05/04/2024,COCINA,105,4,2024
SILLA DE RUEDAS IMPORTADA,60,ENTRADA,COMPRA,P04145,STOCK,DMH,04/04/2024,ORTOPEDIA,999,4,2024
MACHACADOR NYLON,400,ENTRADA,COMPRA,P04047,STOCK,NORDITALIA,03/04/2024,UTENSILIOS,4.6,3,2024
BANNER FELIZ CUMPLEA¥OS,6000,ENTRADA,COMPRA,P04094,STOCK,CENTRO,03/04/2024,FIESTA,12,3,2024
CUCHILLO DE SIERRA MANGO MADERA,28200,ENTRADA,COMPRA,P04101,STOCK,CENTRO,03/04/2024,UTENSILIOS,3.02,3,2024
COLLARIN MEDIANO,100,ENTRADA,COMPRA,P04147,STOCK,EDIGGAR,16/04/2024,ORTOPEDIA,39.77,4,2024
COLLARIN GRANDE,200,ENTRADA,COMPRA,P04147,STOCK,EDIGGAR,16/04/2024,ORTOPEDIA,39.77,4,2024
CABESTRILLO GRANDE,450,ENTRADA,COMPRA,P04148,STOCK,PEDRO DEL REY,24/04/2024,ORTOPEDIA,26,4,2024
CABESTRILLO MEDIANO,250,ENTRADA,COMPRA,P04148,STOCK,PEDRO DEL REY,24/04/2024,ORTOPEDIA,26,4,2024
ANDADERA FIJA ESMALTADA,100,ENTRADA,COMPRA,P04149,STOCK,JORGE ZARAGOZA,19/04/2024,ORTOPEDIA,258.5,4,2024
BASTON 4 APOYOS GRIS,250,ENTRADA,COMPRA,P04150,STOCK,MONTOYA,22/04/2024,ORTOPEDIA,93.5,4,2024
COMPRESA BOLSA PARA AGUA,150,ENTRADA,COMPRA,P04151,STOCK,SUPERCONFORT,12/04/2024,ORTOPEDIA,78.75,4,2024
PORTACALIENTE DE ACERO 26 CM,300,ENTRADA,COMPRA,P04153,STOCK,NORDITALIA,12/04/2024,COCINA,11.18,4,2024
BURBUJAS BASTON GRANDE 125ML,768,ENTRADA,COMPRA,P04154,STOCK,CENTRO,16/04/2024,OTROS,7.92,4,2024
VELA CHISPERA INSUMO,1500,ENTRADA,COMPRA,P04156,STOCK,CENTRO,11/04/2024,FIESTA,2.75,4,2024
MICROFIBRA 30X30 VARIOS COLORES,1600,ENTRADA,COMPRA,P04157,STOCK,CECILIA FARAH,12/04/2024,LIMPIEZA,2.5,4,2024
MICROFIBRA 40X40 VARIOS COLORES,1600,ENTRADA,COMPRA,P04157,STOCK,CECILIA FARAH,12/04/2024,LIMPIEZA,5,4,2024
"CUCHILLO DE COCINA MANGO MADERA 6""",960,ENTRADA,COMPRA,P04158,STOCK,PEONIA DE SAN LUIS,09/04/2024,UTENSILIOS,6.802470492,4,2024
TABLA CUADRADA 20X20,1640,ENTRADA,COMPRA,P04160,STOCK,MANZANARES,17/04/2024,COCINA,10,4,2024
RESPALDO 6X8 A 3 CM,500,ENTRADA,COMPRA,P04162,STOCK,CRISTIAN ARTURO BARCENAS,13/04/2024,RESPALDOS,8.83,4,2024
RESPALDO 6X8 A 4 CM,1000,ENTRADA,COMPRA,P04162,STOCK,CRISTIAN ARTURO BARCENAS,13/04/2024,RESPALDOS,8.83,4,2024
RESPALDO 4X6 A 2 CM,500,ENTRADA,COMPRA,P04162,STOCK,CRISTIAN ARTURO BARCENAS,13/04/2024,RESPALDOS,6.39,4,2024
CUCHARA LISA NYLON,5000,ENTRADA,COMPRA,P04165,STOCK,NORDITALIA,16/04/2024,UTENSILIOS,4.6,4,2024
CUCHARA RANURADA NYLON,1100,ENTRADA,COMPRA,P04165,STOCK,NORDITALIA,16/04/2024,UTENSILIOS,4.6,4,2024
CUCHARA PARA SPAGHETTI NYLON,1300,ENTRADA,COMPRA,P04165,STOCK,NORDITALIA,16/04/2024,UTENSILIOS,4.6,4,2024
CUCHARON NYLON,1300,ENTRADA,COMPRA,P04165,STOCK,NORDITALIA,16/04/2024,UTENSILIOS,4.6,4,2024
VOLTEADOR ABANICO NYLON,2000,ENTRADA,COMPRA,P04165,STOCK,NORDITALIA,16/04/2024,UTENSILIOS,4.6,4,2024
VOLTEADOR RECTO NYLON,3000,ENTRADA,COMPRA,P04165,STOCK,NORDITALIA,16/04/2024,UTENSILIOS,4.6,4,2024
TABLA CUADRADA 25X30,1200,ENTRADA,COMPRA,P04166,STOCK,JUAN CARLOS SAVEEDRA,22/04/2024,COCINA,25.2,4,2024
MARCO 6X8 PLANA 3,800,ENTRADA,COMPRA,P04168,STOCK,PEDRO SOTELO,05/04/2024,MARCOS,11.74,4,2024
CONTENEDOR D - LT1B059,12500,ENTRADA,COMPRA,P04125,STOCK,VACA,03/04/2024,CONTENEDORES,5.1,3,2024
CONTENEDOR E  -LT1B028,9660,ENTRADA,COMPRA,P04125,STOCK,VACA,03/04/2024,CONTENEDORES,4.3,3,2024
TABLA CUADRADA 25X30,600,ENTRADA,COMPRA,P04135,STOCK,JUAN CARLOS SAVEEDRA,04/04/2024,COCINA,25.2,4,2024
DONA,130,ENTRADA,COMPRA,P04032,STOCK,PEDRO DEL REY,04/04/2024,ORTOPEDIA,36.11,3,2024
CABESTRILLO GRANDE ML,2,ENTRADA,COMPRA,P04059,STOCK,PEDRO DEL REY,04/04/2024,MERCADO LIBRE,27.3,3,2024
CABESTRILLO GRANDE,198,ENTRADA,COMPRA,P04059,STOCK,PEDRO DEL REY,04/04/2024,ORTOPEDIA,26,3,2024
CABESTRILLO MEDIANO,50,ENTRADA,COMPRA,P04059,STOCK,PEDRO DEL REY,04/04/2024,ORTOPEDIA,26,3,2024
CONTENEDOR D - LT1B059,5600,ENTRADA,COMPRA,P03890,STOCK,LUIN,04/04/2024,CONTENEDORES,5.1,2,2024
CONTENEDOR F-LV1B041,714,ENTRADA,COMPRA,P04123,STOCK,LUIN,04/04/2024,CONTENEDORES,6.44,3,2024
MOLCAJETE,50,ENTRADA,COMPRA,P04178,STOCK,VIRIDIANA,05/04/2024,COCINA,105,4,2024
PINZA PARA ROPA 30 PZAS,2671,ENTRADA,COMPRA,P04005,STOCK,NORDITALIA,28/03/2024,HOGAR,6.9,3,2024
VOLTEADOR ABANICO NYLON,1200,ENTRADA,COMPRA,P04047,STOCK,NORDITALIA,05/04/2024,UTENSILIOS,4.6,3,2024
BATIDOR GLOBO 20 CM,760,ENTRADA,COMPRA,P04121,STOCK,NORDITALIA,05/04/2024,COCINA,8.24,3,2024
EXPRIMIDOR,1080,ENTRADA,COMPRA,P04119,STOCK,NORDITALIA,05/04/2024,UTENSILIOS,6,3,2024
PINZA DE HIELO,3000,ENTRADA,COMPRA,P04180,STOCK,NORDITALIA,05/04/2024,UTENSILIOS,7,4,2024
COMODO BLANCO,10,ENTRADA,COMPRA,P04033,STOCK,JORGE ZARAGOZA,05/04/2024,ORTOPEDIA,195,3,2024
SILLA ORTOPEDICA PARA DUCHA,12,ENTRADA,COMPRA,P04033,STOCK,JORGE ZARAGOZA,05/04/2024,ORTOPEDIA,200,3,2024
BASTON 4 APOYOS GRIS ML,21,ENTRADA,COMPRA,P04058,STOCK,JORGE ZARAGOZA,05/04/2024,MERCADO LIBRE,93.5,3,2024
BASTON 4 APOYOS GRIS,50,ENTRADA,COMPRA,P04058,STOCK,JORGE ZARAGOZA,05/04/2024,ORTOPEDIA,93.5,3,2024
ANDADERA FIJA ESMALTADA,60,ENTRADA,COMPRA,P04050,STOCK,JORGE ZARAGOZA,05/04/2024,ORTOPEDIA,258.5,3,2024
BANNER FELIZ CUMPLEA¥OS,12600,ENTRADA,COMPRA,P04094,STOCK,CENTRO,05/04/2024,FIESTA,12,3,2024
CAJA 20 PZAS MICROFIBRA 3B,2293,ENTRADA,COMPRA,P04189,STOCK,CECILIA FARAH,05/04/2024,AUTOS,271,4,2024
"GLOBO METALICO NUMERO 0 DE 16""",150,ENTRADA,COMPRA,P04176,STOCK,CENTRO,13/04/2024,FIESTA,2.5,4,2024
"GLOBO METALICO NUMERO 1 DE 16""",760,ENTRADA,COMPRA,P04176,STOCK,CENTRO,13/04/2024,FIESTA,2.5,4,2024
"GLOBO METALICO NUMERO 2 DE 16""",650,ENTRADA,COMPRA,P04176,STOCK,CENTRO,13/04/2024,FIESTA,2.5,4,2024
"GLOBO METALICO NUMERO 3 DE 16""",150,ENTRADA,COMPRA,P04176,STOCK,CENTRO,13/04/2024,FIESTA,2.5,4,2024
"GLOBO METALICO NUMERO 4 DE 16""",350,ENTRADA,COMPRA,P04176,STOCK,CENTRO,13/04/2024,FIESTA,2.5,4,2024
"GLOBO METALICO NUMERO 5 DE 16""",400,ENTRADA,COMPRA,P04176,STOCK,CENTRO,13/04/2024,FIESTA,2.5,4,2024
"GLOBO METALICO NUMERO 7 DE 16""",100,ENTRADA,COMPRA,P04176,STOCK,CENTRO,13/04/2024,FIESTA,2.5,4,2024
"GLOBO METALICO NUMERO 8 DE 16""",150,ENTRADA,COMPRA,P04176,STOCK,CENTRO,13/04/2024,FIESTA,2.5,4,2024
"GLOBO METALICO NUMERO 9 DE 16""",100,ENTRADA,COMPRA,P04176,STOCK,CENTRO,13/04/2024,FIESTA,2.5,4,2024
MARCO 4X6 PLANA 3,800,ENTRADA,COMPRA,P04177,STOCK,PEDRO SOTELO,17/04/2024,MARCOS,9.72,4,2024
MARCO 5X7 PLANA 3,800,ENTRADA,COMPRA,P04177,STOCK,PEDRO SOTELO,17/04/2024,MARCOS,11.42,4,2024
MARCO 6X8 PLANA 3,1500,ENTRADA,COMPRA,P04177,STOCK,PEDRO SOTELO,17/04/2024,MARCOS,11.74,4,2024
MICROFIBRA 30X30 VARIOS COLORES,1600,ENTRADA,COMPRA,P04182,STOCK,CECILIA FARAH,12/04/2024,LIMPIEZA,2.5,4,2024
EXPRIMIDOR,4680,ENTRADA,COMPRA,P04183,STOCK,NORDITALIA,26/04/2024,UTENSILIOS,6,4,2024
CUCHILLO DE SIERRA MANGO MADERA,12000,ENTRADA,COMPRA,P04184,STOCK,CENTRO,13/04/2024,UTENSILIOS,3.02,3,2024
VELA CHISPERA INSUMO,5000,ENTRADA,COMPRA,P04186,STOCK,CENTRO,11/04/2024,FIESTA,2.75,4,2024
BANNER FELIZ CUMPLEA¥OS,6000,ENTRADA,COMPRA,P04209,STOCK,CENTRO,08/04/2024,FIESTA,12,4,2024
MARCO 30X75 PLANA 2,1000,ENTRADA,COMPRA,P04190,STOCK,BELLO,26/04/2024,MARCOS,14.73,4,2024
MARCO 6X8 PLANA 4,200,ENTRADA,COMPRA,P04190,STOCK,BELLO,26/04/2024,MARCOS,14.67,4,2024
LETRERO FELIZ CUMPLEA¥OS GLOBO,600,ENTRADA,COMPRA,P04192,STOCK,CENTRO,13/04/2024,FIESTA,10,4,2024
MANTEL TABLON LISO,15000,ENTRADA,COMPRA,P04193,STOCK,CENTRO,16/04/2024,FIESTA,9,4,2024
"GLOBO METALICO NUMERO 0 DE 16""",3000,ENTRADA,COMPRA,P04194,STOCK,CENTRO,16/04/2024,FIESTA,2.5,4,2024
"GLOBO METALICO NUMERO 1 DE 16""",4000,ENTRADA,COMPRA,P04194,STOCK,CENTRO,16/04/2024,FIESTA,2.5,4,2024
"GLOBO METALICO NUMERO 2 DE 16""",3000,ENTRADA,COMPRA,P04194,STOCK,CENTRO,16/04/2024,FIESTA,2.5,4,2024
"GLOBO METALICO NUMERO 3 DE 16""",3000,ENTRADA,COMPRA,P04194,STOCK,CENTRO,16/04/2024,FIESTA,2.5,4,2024
"GLOBO METALICO NUMERO 4 DE 16""",1000,ENTRADA,COMPRA,P04194,STOCK,CENTRO,16/04/2024,FIESTA,2.5,4,2024
"GLOBO METALICO NUMERO 5 DE 16""",3000,ENTRADA,COMPRA,P04194,STOCK,CENTRO,16/04/2024,FIESTA,2.5,4,2024
"GLOBO METALICO NUMERO 6 DE 16""",2000,ENTRADA,COMPRA,P04194,STOCK,CENTRO,16/04/2024,FIESTA,2.5,4,2024
"GLOBO METALICO NUMERO 7 DE 16""",2000,ENTRADA,COMPRA,P04194,STOCK,CENTRO,16/04/2024,FIESTA,2.5,4,2024
"GLOBO METALICO NUMERO 8 DE 16""",3000,ENTRADA,COMPRA,P04194,STOCK,CENTRO,16/04/2024,FIESTA,2.5,4,2024
"GLOBO METALICO NUMERO 9 DE 16""",3000,ENTRADA,COMPRA,P04194,STOCK,CENTRO,16/04/2024,FIESTA,2.5,4,2024
"GLOBO METALICO NUMERO 0 DE 32""",1000,ENTRADA,COMPRA,P04196,STOCK,CENTRO,19/04/2024,FIESTA,4.8,4,2024
"GLOBO METALICO NUMERO 1 DE 32""",3500,ENTRADA,COMPRA,P04196,STOCK,CENTRO,19/04/2024,FIESTA,4.8,4,2024
"GLOBO METALICO NUMERO 2 DE 32""",3000,ENTRADA,COMPRA,P04196,STOCK,CENTRO,19/04/2024,FIESTA,4.8,4,2024
"GLOBO METALICO NUMERO 3 DE 32""",3000,ENTRADA,COMPRA,P04196,STOCK,CENTRO,19/04/2024,FIESTA,4.8,4,2024
"GLOBO METALICO NUMERO 4 DE 32""",2000,ENTRADA,COMPRA,P04196,STOCK,CENTRO,19/04/2024,FIESTA,4.8,4,2024
"GLOBO METALICO NUMERO 5 DE 32""",2000,ENTRADA,COMPRA,P04196,STOCK,CENTRO,19/04/2024,FIESTA,4.8,4,2024
"GLOBO METALICO NUMERO 6 DE 32""",2000,ENTRADA,COMPRA,P04196,STOCK,CENTRO,19/04/2024,FIESTA,4.8,4,2024
"GLOBO METALICO NUMERO 7 DE 32""",1000,ENTRADA,COMPRA,P04196,STOCK,CENTRO,19/04/2024,FIESTA,4.8,4,2024
"GLOBO METALICO NUMERO 8 DE 32""",3000,ENTRADA,COMPRA,P04196,STOCK,CENTRO,19/04/2024,FIESTA,4.8,4,2024
"GLOBO METALICO NUMERO 9 DE 32""",1000,ENTRADA,COMPRA,P04196,STOCK,CENTRO,19/04/2024,FIESTA,4.8,4,2024
PORTAMACETAS 25X25 ARMADO CON LLANTAS,300,ENTRADA,COMPRA,P04204,STOCK,CRISTIAN ARTURO BARCENAS,01/06/2024,OTROS,37,4,2024
RESPALDO BLANCO ORTOPEDIA,500,ENTRADA,COMPRA,P04205,STOCK,PLASTICOS GONZALEZ,30/04/2024,INSUMOS,54.24,4,2024
CUCHARA LISA NYLON,400,ENTRADA,COMPRA,P04165,STOCK,NORDITALIA,09/04/2024,UTENSILIOS,4.6,4,2024
VOLTEADOR ABANICO NYLON,480,ENTRADA,COMPRA,P04165,STOCK,NORDITALIA,09/04/2024,UTENSILIOS,4.6,4,2024
VOLTEADOR RECTO NYLON,2000,ENTRADA,COMPRA,P04165,STOCK,NORDITALIA,09/04/2024,UTENSILIOS,4.6,4,2024
DONA,156,ENTRADA,COMPRA,P04032,STOCK,PEDRO DEL REY,10/04/2024,ORTOPEDIA,36.11,3,2024
INMOVILIZADOR,140,ENTRADA,COMPRA,P04129,STOCK,PEDRO DEL REY,10/04/2024,ORTOPEDIA,68,3,2024
CUBREBOCAS TRICAPA INFANTIL AZUL,4500,ENTRADA,COMPRA,P04213,STOCK,CENTRO,11/04/2024,ORTOPEDIA,0.58,4,2024
VELA MAGICA NUMERO 5,6000,ENTRADA,COMPRA,P04214,STOCK,CENTRO,11/04/2024,FIESTA,4.2,4,2024
VELA MAGICA NUMERO 6,6000,ENTRADA,COMPRA,P04214,STOCK,CENTRO,11/04/2024,FIESTA,4.2,4,2024
VELA MAGICA NUMERO 7,6000,ENTRADA,COMPRA,P04214,STOCK,CENTRO,11/04/2024,FIESTA,4.2,4,2024
VELA MAGICA NUMERO 8,6000,ENTRADA,COMPRA,P04214,STOCK,CENTRO,11/04/2024,FIESTA,4.2,4,2024
VELA MAGICA NUMERO 9,6000,ENTRADA,COMPRA,P04214,STOCK,CENTRO,11/04/2024,FIESTA,4.2,4,2024
ENCENDEDOR RIGIDO,30000,ENTRADA,COMPRA,P04215,STOCK,VILCHES,22/04/2024,COCINA,6.47,4,2024
JUEGO DE 2 COLADERAS CH Y MD,1100,ENTRADA,COMPRA,P04216,STOCK,NORDITALIA,23/04/2024,COCINA,7.1,4,2024
MATAMOSCAS PLASTICO,1700,ENTRADA,COMPRA,P04216,STOCK,NORDITALIA,23/04/2024,HOGAR,2.25,4,2024
VASO AZUL,55,ENTRADA,COMPRA,P04121,STOCK,NORDITALIA,11/04/2024,COCINA,2.55,3,2024
EXPRIMIDOR,1080,ENTRADA,COMPRA,P04183,STOCK,NORDITALIA,12/04/2024,UTENSILIOS,6,4,2024
CESTO CALADO,4500,ENTRADA,COMPRA,P04217,STOCK,PEONIA DE SAN LUIS,19/04/2024,LIMPIEZA,8.2,4,2024
MATAMOSCAS PLASTICO,3000,ENTRADA,COMPRA,P04218,STOCK,NORDITALIA,09/05/2024,HOGAR,2.25,4,2024
JUEGO DE 2 COLADERAS CH Y MD,100,ENTRADA,COMPRA,P04218,STOCK,NORDITALIA,09/05/2024,COCINA,7.1,4,2024
MICROFIBRA 40X40 VARIOS MODELOS DECORATIVA,2700,ENTRADA,COMPRA,P04219,STOCK,CECILIA FARAH,03/05/2024,LIMPIEZA,5.2,4,2024
MARCO 8X10 MOLDURA 5,250,ENTRADA,COMPRA,P04221,STOCK,BELLO,17/04/2024,MARCOS,49.21,4,2024
RESPALDO 8X10 A 5 CM,700,ENTRADA,COMPRA,P04222,STOCK,CRISTIAN ARTURO BARCENAS,29/04/2024,RESPALDOS,11.61,4,2024
RESPALDO 8X10 A 2 CM,1000,ENTRADA,COMPRA,P04222,STOCK,CRISTIAN ARTURO BARCENAS,25/04/2024,RESPALDOS,11.61,4,2024
